PlayerID,Date,Position,Metric,Value,Time
9,2023-10-04,Forward,RSI-modified (Imp-Mom) [m/s] ,0.45,Pre
9,2023-10-17,Forward,RSI-modified (Imp-Mom) [m/s] ,0.46,Pre
9,2023-10-18,Forward,RSI-modified (Imp-Mom) [m/s] ,0.48,Pre
9,2023-10-18,Forward,RSI-modified (Imp-Mom) [m/s] ,0.48,Pre
9,2023-10-25,Forward,RSI-modified (Imp-Mom) [m/s] ,0.53,Pre
10,2023-09-19,Guard,RSI-modified (Imp-Mom) [m/s] ,0.42,Pre
10,2023-09-20,Guard,RSI-modified (Imp-Mom) [m/s] ,0.4,Pre
10,2023-09-26,Guard,RSI-modified (Imp-Mom) [m/s] ,0.38,Pre
10,2023-09-27,Guard,RSI-modified (Imp-Mom) [m/s] ,0.43,Pre
10,2023-10-03,Guard,RSI-modified (Imp-Mom) [m/s] ,0.42,Pre
10,2023-10-04,Guard,RSI-modified (Imp-Mom) [m/s] ,0.38,Pre
10,2023-10-17,Guard,RSI-modified (Imp-Mom) [m/s] ,0.37,Pre
10,2023-10-18,Guard,RSI-modified (Imp-Mom) [m/s] ,0.36,Pre
11,2023-09-19,Forward,RSI-modified (Imp-Mom) [m/s] ,0.5,Pre
